timestamp,datetime,price_usd
1652032800,2022-05-08T21:00:00,69.065625
1652036400,2022-05-08T22:00:00,68.568750
1652040000,2022-05-08T23:00:00,68.071875
1652043600,2022-05-09T00:00:00,67.575000
1652047200,2022-05-09T01:00:00,67.345105
1652050800,2022-05-09T02:00:00,66.924759
1652054400,2022-05-09T03:00:00,66.380431
1652058000,2022-05-09T04:00:00,65.735841
1652061600,2022-05-09T05:00:00,65.004698
1652065200,2022-05-09T06:00:00,64.196250
1652068800,2022-05-09T07:00:00,63.317288
1652072400,2022-05-09T08:00:00,62.373074
1652076000,2022-05-09T09:00:00,61.367840
1652079600,2022-05-09T10:00:00,60.305088
1652083200,2022-05-09T11:00:00,59.187777
1652086800,2022-05-09T12:00:00,58.018452
1652090400,2022-05-09T13:00:00,56.799332
1652094000,2022-05-09T14:00:00,55.532373
1652097600,2022-05-09T15:00:00,54.219318
1652101200,2022-05-09T16:00:00,52.861732
1652104800,2022-05-09T17:00:00,51.461029
1652108400,2022-05-09T18:00:00,50.018500
1652112000,2022-05-09T19:00:00,48.535323
1652115600,2022-05-09T20:00:00,47.012582
1652119200,2022-05-09T21:00:00,45.451281
1652122800,2022-05-09T22:00:00,43.852350
1652126400,2022-05-09T23:00:00,42.216653
1652130000,2022-05-10T00:00:00,40.545000
1652133600,2022-05-10T01:00:00,36.534090
1652137200,2022-05-10T02:00:00,32.919959
1652140800,2022-05-10T03:00:00,29.663356
1652144400,2022-05-10T04:00:00,26.728911
1652148000,2022-05-10T05:00:00,24.084757
1652151600,2022-05-10T06:00:00,21.702175
1652155200,2022-05-10T07:00:00,19.555289
1652158800,2022-05-10T08:00:00,17.620784
1652162400,2022-05-10T09:00:00,15.877650
1652166000,2022-05-10T10:00:00,14.306955
1652169600,2022-05-10T11:00:00,12.891641
1652173200,2022-05-10T12:00:00,11.616337
1652176800,2022-05-10T13:00:00,10.467192
1652180400,2022-05-10T14:00:00,9.431726
1652184000,2022-05-10T15:00:00,8.498694
1652187600,2022-05-10T16:00:00,7.657961
1652191200,2022-05-10T17:00:00,6.900398
1652194800,2022-05-10T18:00:00,6.217777
1652198400,2022-05-10T19:00:00,5.602684
1652202000,2022-05-10T20:00:00,5.048439
1652205600,2022-05-10T21:00:00,4.549023
1652209200,2022-05-10T22:00:00,4.099011
1652212800,2022-05-10T23:00:00,3.693517
1652216400,2022-05-11T00:00:00,3.328136
1652220000,2022-05-11T01:00:00,2.998901
1652223600,2022-05-11T02:00:00,2.702235
1652227200,2022-05-11T03:00:00,2.434917
1652230800,2022-05-11T04:00:00,2.194043
1652234400,2022-05-11T05:00:00,1.976997
1652238000,2022-05-11T06:00:00,1.781423
1652241600,2022-05-11T07:00:00,1.605196
1652245200,2022-05-11T08:00:00,1.446402
1652248800,2022-05-11T09:00:00,1.303317
1652252400,2022-05-11T10:00:00,1.174386
1652256000,2022-05-11T11:00:00,1.058210
1652259600,2022-05-11T12:00:00,0.953527
1652263200,2022-05-11T13:00:00,0.859199
1652266800,2022-05-11T14:00:00,0.774203
1652270400,2022-05-11T15:00:00,0.697615
1652274000,2022-05-11T16:00:00,0.628604
1652277600,2022-05-11T17:00:00,0.566419
1652281200,2022-05-11T18:00:00,0.510386
1652284800,2022-05-11T19:00:00,0.459896
1652288400,2022-05-11T20:00:00,0.414401
1652292000,2022-05-11T21:00:00,0.373407
1652295600,2022-05-11T22:00:00,0.336467
1652299200,2022-05-11T23:00:00,0.303182
1652302800,2022-05-12T00:00:00,0.000100
1652306400,2022-05-12T01:00:00,0.000142
1652310000,2022-05-12T02:00:00,0.000145
1652313600,2022-05-12T03:00:00,0.000107
1652317200,2022-05-12T04:00:00,0.000062
1652320800,2022-05-12T05:00:00,0.000052
1652324400,2022-05-12T06:00:00,0.000086
1652328000,2022-05-12T07:00:00,0.000133
1652331600,2022-05-12T08:00:00,0.000149
1652335200,2022-05-12T09:00:00,0.000121
1652338800,2022-05-12T10:00:00,0.000073
1652342400,2022-05-12T11:00:00,0.000050
1652346000,2022-05-12T12:00:00,0.000073
1652349600,2022-05-12T13:00:00,0.000121
1652353200,2022-05-12T14:00:00,0.000150
1652356800,2022-05-12T15:00:00,0.000133
1652360400,2022-05-12T16:00:00,0.000086
1652364000,2022-05-12T17:00:00,0.000052
1652367600,2022-05-12T18:00:00,0.000062
1652371200,2022-05-12T19:00:00,0.000107
1652374800,2022-05-12T20:00:00,0.000146
1652378400,2022-05-12T21:00:00,0.000142
1652382000,2022-05-12T22:00:00,0.000100
1652385600,2022-05-12T23:00:00,0.000058
