timestamp,datetime,price_usd
1667505600,2022-11-03T22:00:00,19.855837
1667509200,2022-11-03T23:00:00,19.807185
1667512800,2022-11-04T00:00:00,19.744679
1667516400,2022-11-04T01:00:00,19.668464
1667520000,2022-11-04T02:00:00,19.579064
1667523600,2022-11-04T03:00:00,19.477369
1667527200,2022-11-04T04:00:00,19.364609
1667530800,2022-11-04T05:00:00,19.242322
1667534400,2022-11-04T06:00:00,19.112309
1667538000,2022-11-04T07:00:00,18.976586
1667541600,2022-11-04T08:00:00,18.837325
1667545200,2022-11-04T09:00:00,18.696799
1667548800,2022-11-04T10:00:00,18.557315
1667552400,2022-11-04T11:00:00,18.421150
1667556000,2022-11-04T12:00:00,18.290489
1667559600,2022-11-04T13:00:00,18.167368
1667563200,2022-11-04T14:00:00,18.053609
1667566800,2022-11-04T15:00:00,17.950777
1667570400,2022-11-04T16:00:00,17.860135
1667574000,2022-11-04T17:00:00,17.782608
1667577600,2022-11-04T18:00:00,17.718755
1667581200,2022-11-04T19:00:00,17.668759
1667584800,2022-11-04T20:00:00,17.632417
1667588400,2022-11-04T21:00:00,17.609149
1667592000,2022-11-04T22:00:00,17.598012
1667595600,2022-11-04T23:00:00,17.597727
1667599200,2022-11-05T00:00:00,17.606714
1667602800,2022-11-05T01:00:00,17.623136
1667606400,2022-11-05T02:00:00,17.644950
1667610000,2022-11-05T03:00:00,17.669964
1667613600,2022-11-05T04:00:00,17.695897
1667617200,2022-11-05T05:00:00,17.720443
1667620800,2022-11-05T06:00:00,17.741334
1667624400,2022-11-05T07:00:00,17.756402
1667628000,2022-11-05T08:00:00,17.763642
1667631600,2022-11-05T09:00:00,17.761267
1667635200,2022-11-05T10:00:00,17.747754
1667638800,2022-11-05T11:00:00,17.721890
1667642400,2022-11-05T12:00:00,17.682804
1667646000,2022-11-05T13:00:00,17.629991
1667649600,2022-11-05T14:00:00,17.563327
1667653200,2022-11-05T15:00:00,17.483073
1667656800,2022-11-05T16:00:00,17.389863
1667660400,2022-11-05T17:00:00,17.284695
1667664000,2022-11-05T18:00:00,17.168894
1667667600,2022-11-05T19:00:00,17.044082
1667671200,2022-11-05T20:00:00,16.912131
1667674800,2022-11-05T21:00:00,16.775109
1667678400,2022-11-05T22:00:00,16.635226
1667682000,2022-11-05T23:00:00,16.494771
1667685600,2022-11-06T00:00:00,16.500000
1667689200,2022-11-06T01:00:00,16.436605
1667692800,2022-11-06T02:00:00,16.354357
1667696400,2022-11-06T03:00:00,16.263081
1667700000,2022-11-06T04:00:00,16.165400
1667703600,2022-11-06T05:00:00,16.062661
1667707200,2022-11-06T06:00:00,15.955703
1667710800,2022-11-06T07:00:00,15.845104
1667714400,2022-11-06T08:00:00,15.731290
1667718000,2022-11-06T09:00:00,15.614588
1667721600,2022-11-06T10:00:00,15.495258
1667725200,2022-11-06T11:00:00,15.373514
1667728800,2022-11-06T12:00:00,15.249534
1667732400,2022-11-06T13:00:00,15.123467
1667736000,2022-11-06T14:00:00,14.995445
1667739600,2022-11-06T15:00:00,14.865579
1667743200,2022-11-06T16:00:00,14.733969
1667746800,2022-11-06T17:00:00,14.600702
1667750400,2022-11-06T18:00:00,14.465857
1667754000,2022-11-06T19:00:00,14.329505
1667757600,2022-11-06T20:00:00,14.191710
1667761200,2022-11-06T21:00:00,14.052529
1667764800,2022-11-06T22:00:00,13.912016
1667768400,2022-11-06T23:00:00,13.770219
1667772000,2022-11-07T00:00:00,13.627183
1667775600,2022-11-07T01:00:00,13.482950
1667779200,2022-11-07T02:00:00,13.337559
1667782800,2022-11-07T03:00:00,13.191044
1667786400,2022-11-07T04:00:00,13.043440
1667790000,2022-11-07T05:00:00,12.894778
1667793600,2022-11-07T06:00:00,12.745086
1667797200,2022-11-07T07:00:00,12.594394
1667800800,2022-11-07T08:00:00,12.442725
1667804400,2022-11-07T09:00:00,12.290106
1667808000,2022-11-07T10:00:00,12.136559
1667811600,2022-11-07T11:00:00,11.982105
1667815200,2022-11-07T12:00:00,11.826767
1667818800,2022-11-07T13:00:00,11.670563
1667822400,2022-11-07T14:00:00,11.513512
1667826000,2022-11-07T15:00:00,11.355633
1667829600,2022-11-07T16:00:00,11.196941
1667833200,2022-11-07T17:00:00,11.037454
1667836800,2022-11-07T18:00:00,10.877188
1667840400,2022-11-07T19:00:00,10.716156
1667844000,2022-11-07T20:00:00,10.554373
1667847600,2022-11-07T21:00:00,10.391853
1667851200,2022-11-07T22:00:00,10.228609
1667854800,2022-11-07T23:00:00,10.064654
1667858400,2022-11-08T00:00:00,9.900000
1667862000,2022-11-08T01:00:00,9.896777
1667865600,2022-11-08T02:00:00,9.887109
1667869200,2022-11-08T03:00:00,9.870996
1667872800,2022-11-08T04:00:00,9.848437
1667876400,2022-11-08T05:00:00,9.819434
1667880000,2022-11-08T06:00:00,9.783984
1667883600,2022-11-08T07:00:00,9.742090
1667887200,2022-11-08T08:00:00,9.693750
1667890800,2022-11-08T09:00:00,9.638965
1667894400,2022-11-08T10:00:00,9.577734
1667898000,2022-11-08T11:00:00,9.510059
1667901600,2022-11-08T12:00:00,9.435937
1667905200,2022-11-08T13:00:00,9.355371
1667908800,2022-11-08T14:00:00,9.268359
1667912400,2022-11-08T15:00:00,9.174902
1667916000,2022-11-08T16:00:00,9.075000
1667919600,2022-11-08T17:00:00,8.968652
1667923200,2022-11-08T18:00:00,8.855859
1667926800,2022-11-08T19:00:00,8.736621
1667930400,2022-11-08T20:00:00,8.610938
1667934000,2022-11-08T21:00:00,8.478809
1667937600,2022-11-08T22:00:00,8.340234
1667941200,2022-11-08T23:00:00,8.195215
1667944800,2022-11-09T00:00:00,8.043750
1667948400,2022-11-09T01:00:00,7.885840
1667952000,2022-11-09T02:00:00,7.721484
1667955600,2022-11-09T03:00:00,7.550684
1667959200,2022-11-09T04:00:00,7.373437
1667962800,2022-11-09T05:00:00,7.189746
1667966400,2022-11-09T06:00:00,6.999609
1667970000,2022-11-09T07:00:00,6.803027
1667973600,2022-11-09T08:00:00,6.600000
1667977200,2022-11-09T09:00:00,6.390527
1667980800,2022-11-09T10:00:00,6.174609
1667984400,2022-11-09T11:00:00,5.952246
1667988000,2022-11-09T12:00:00,5.723438
1667991600,2022-11-09T13:00:00,5.488184
1667995200,2022-11-09T14:00:00,5.246484
1667998800,2022-11-09T15:00:00,4.998340
1668002400,2022-11-09T16:00:00,4.743750
1668006000,2022-11-09T17:00:00,4.482715
1668009600,2022-11-09T18:00:00,4.215234
1668013200,2022-11-09T19:00:00,3.941309
1668016800,2022-11-09T20:00:00,3.660938
1668020400,2022-11-09T21:00:00,3.374121
1668024000,2022-11-09T22:00:00,3.080859
1668027600,2022-11-09T23:00:00,2.781152
1668031200,2022-11-10T00:00:00,2.000000
1668034800,2022-11-10T01:00:00,2.143828
1668038400,2022-11-10T02:00:00,2.252441
1668042000,2022-11-10T03:00:00,2.299248
1668045600,2022-11-10T04:00:00,2.272789
1668049200,2022-11-10T05:00:00,2.179542
1668052800,2022-11-10T06:00:00,2.042336
1668056400,2022-11-10T07:00:00,1.894765
1668060000,2022-11-10T08:00:00,1.772959
1668063600,2022-11-10T09:00:00,1.706741
1668067200,2022-11-10T10:00:00,1.712323
1668070800,2022-11-10T11:00:00,1.788338
